reqId	ON	DN	ST	Rev	TrT
24935	2392	1500	87	548	19
24936	6000	3513	88	360	12
24937	633	2646	88	372	13
24938	2379	2609	88	275	10
24939	2785	3845	88	325	11
24940	1508	3210	88	374	13
24941	2824	243	88	369	13
24942	3373	6840	89	489	17
24943	1471	2848	89	381	13
24944	5988	3557	89	331	12
24945	3278	1069	89	282	10
24946	2618	756	89	295	10
24947	364	247	89	385	13
24948	2970	3238	90	278	10
24949	5273	448	90	337	12
24950	1170	3091	90	369	13
24951	362	279	90	273	10
24952	6619	1928	90	257	9
24953	380	1585	91	304	11
24954	372	2875	91	328	11
24955	2482	2728	91	493	17
24956	3538	1536	91	348	12
24957	8091	4864	91	412	14
24958	7485	7070	92	268	9
24959	2403	2636	92	359	12
24960	70	749	92	308	11
24961	2647	993	92	338	12
24962	9389	431	92	274	10
24963	2536	2208	92	418	14
24964	921	7250	92	437	15
24965	10349	3296	93	385	13
24966	740	3241	93	530	18
24967	3195	3430	93	304	11
24968	1847	6470	93	310	11
24969	7468	2983	93	320	11
24970	791	201	94	313	11
24971	5529	3900	94	298	10
24972	5491	2044	94	407	14
24973	2508	1683	94	305	11
24974	2122	1950	94	276	10
24975	1385	4857	95	516	18
24976	363	8622	95	386	13
24977	2533	4257	95	500	17
24978	2622	62	95	354	12
24979	1766	1477	95	314	11
24980	3367	1328	95	334	12
24981	4530	4862	95	491	17
24982	4147	2458	96	345	12
24983	3612	611	96	612	21
24984	774	2449	96	335	12
24985	3458	4862	96	588	20
24986	723	362	96	311	11
24987	2392	1377	96	428	15
24988	3445	4837	97	422	15
24989	2081	2754	97	380	13
24990	5956	363	97	372	13
24991	2189	4824	97	278	10
24992	3480	4908	97	246	9
24993	3289	258	98	358	12
24994	377	2581	98	278	10
24995	948	3222	98	300	10
24996	856	7070	98	317	11
24997	3152	5210	98	353	12
24998	457	3075	98	225	8
24999	786	360	99	269	9
25000	1442	7600	99	394	14
25001	846	46	99	437	15
25002	2326	2837	99	320	11
25003	2847	247	99	388	13
25004	1824	534	99	328	11
25005	663	354	100	324	11
25006	754	1533	100	407	14
25007	2640	3636	100	350	12
25008	3461	3425	100	348	12
25009	3072	4257	100	264	9
25010	2770	2136	100	436	15
25011	1861	1532	101	328	11
25012	549	3008	101	384	13
25013	2681	2320	101	442	15
25014	2333	3591	101	377	13
25015	1855	1530	101	305	11
25016	2656	1598	101	306	11
25017	3421	8866	101	337	12
25018	1607	5066	102	266	9
25019	629	2968	102	292	10
25020	1179	3064	102	306	11
25021	2632	7007	102	317	11
25022	954	1098	102	416	14
25023	36	3211	102	396	14
25024	366	1243	102	368	13
25025	3663	3895	102	274	10
25026	5481	8622	102	418	14
25027	1923	6696	103	265	9
25028	3591	4064	103	292	10
25029	1532	10159	103	410	14
25030	3597	7694	103	467	16
25031	2138	2886	103	315	11
25032	3919	4908	103	244	9
25033	578	5983	103	287	10
25034	550	2189	103	362	13
25035	1027	3001	103	496	17
25036	37	995	103	414	14
25037	1528	274	104	369	13
25038	4730	1596	104	278	10
25039	3570	69	104	310	11
25040	54	10159	104	280	10
25041	6540	1809	104	258	9
25042	3118	363	104	301	11
25043	3388	1776	104	407	14
25044	625	2809	104	303	11
25045	1796	2190	104	281	10
25046	2625	10159	104	366	13
25047	3592	5045	104	340	12
25048	768	8441	104	276	10
25049	5292	1993	104	287	10
25050	1084	2633	105	316	11
25051	2199	1606	105	302	11
25052	1583	3097	105	315	11
25053	2523	10431	105	313	11
25054	1521	3923	105	303	11
25055	661	740	105	211	8
25056	30	6398	105	416	14
25057	941	264	106	395	14
25058	2122	4031	106	294	10
25059	8473	2036	106	504	17
25060	3402	2263	106	370	13
25061	507	247	106	289	10
25062	433	1716	106	262	9
25063	1477	381	106	380	13
25064	5065	1908	106	404	14
25065	1195	247	106	416	14
25066	360	1135	106	270	9
25067	1796	638	107	355	12
25068	2847	462	107	299	10
25069	2415	3333	107	301	11
25070	569	2695	107	344	12
25071	7107	5066	107	284	10
25072	2377	1908	107	382	13
25073	1776	4022	107	374	13
25074	835	6856	107	266	9
25075	938	993	107	279	10
25076	1606	3374	107	236	8
25077	1519	1318	107	325	11
25078	8587	1702	108	337	12
25079	2509	246	108	296	10
25080	1779	3177	108	379	13
25081	2535	8643	108	303	11
25082	2214	3239	109	342	12
25083	1614	4257	109	303	11
25084	560	325	109	402	14
25085	3044	4339	109	247	9
25086	3023	1560	110	277	10
25087	3482	1808	110	260	9
25088	297	7594	110	301	11
25089	1610	1233	110	362	13
25090	2608	10159	110	258	9
25091	3053	2681	110	399	14
25092	1272	9546	110	339	12
25093	8317	943	110	282	10
25094	535	1554	110	279	10
25095	267	1765	111	331	12
25096	2377	2120	111	282	10
25097	711	507	112	309	11
25098	2931	163	112	354	12
25099	2518	6477	112	431	15
25100	4730	479	112	395	14
25101	3149	1738	112	327	11
25102	554	2933	112	396	14
25103	1926	3415	112	305	11
25104	3058	10024	112	329	11
25105	1154	1068	113	382	13
25106	3590	3508	113	291	10
25107	377	2335	113	370	13
25108	1686	622	113	355	12
25109	1067	7095	113	263	9
25110	763	2516	113	323	11
25111	130	1950	113	324	11
25112	2531	1585	113	308	11
25113	1343	1018	113	298	10
25114	1975	2083	113	322	11
25115	1058	2627	113	289	10
25116	2635	10431	113	270	9
25117	368	465	113	327	11
25118	2677	448	113	422	15
25119	2825	6402	114	295	10
25120	2855	2609	114	255	9
25121	776	1620	114	406	14
25122	3573	3480	114	325	11
25123	1006	522	114	277	10
25124	2082	3530	114	354	12
25125	363	723	114	319	11
25126	2525	1591	115	252	9
25127	1397	855	115	368	13
25128	3055	3074	115	238	8
25129	2595	6002	115	281	10
25130	10471	2995	115	354	12
25131	1182	2243	115	294	10
25132	8391	2778	115	315	11
25133	1782	3170	115	322	11
25134	9951	2323	116	241	9
25135	3482	3793	116	239	8
25136	755	3278	116	258	9
25137	10211	2680	116	303	11
25138	3919	5978	116	410	14
25139	941	3145	116	351	12
25140	439	1716	116	285	10
25141	944	1108	117	350	12
25142	2632	3360	117	346	12
25143	372	1879	117	271	10
25144	5268	1117	117	342	12
25145	550	1598	117	339	12
25146	3264	3048	117	348	12
25147	890	1723	117	407	14
25148	2858	379	117	366	13
25149	1871	2410	117	330	11
25150	3056	3590	117	373	13
25151	3160	5065	117	310	11
25152	3923	2782	117	390	13
25153	2509	402	118	377	13
25154	2121	2778	118	283	10
25155	1683	5980	118	341	12
25156	2118	1826	118	293	10
25157	8256	3292	118	330	11
25158	2316	2636	118	391	14
25159	2614	10159	118	288	10
25160	30	1063	118	412	14
25161	953	7770	118	298	10
25162	803	309	118	375	13
25163	3293	3836	118	315	11
25164	151	261	118	303	11
25165	2379	3495	118	227	8
25166	5168	2531	118	427	15
25167	2673	3439	118	355	12
25168	7400	2377	118	302	11
25169	3239	747	118	293	10
25170	530	2815	118	261	9
25171	2607	1342	119	290	10
25172	1683	1031	119	295	10
25173	1688	139	119	303	11
25174	3809	2279	119	304	11
25175	5954	2958	119	250	9
25176	438	2115	119	277	10
25177	1397	10158	119	403	14
25178	2663	3374	119	305	11
25179	3275	3336	119	261	9
25180	521	3235	119	341	12
25181	523	163	119	342	12
25182	70	3096	119	392	14
25183	2795	4020	120	388	13
25184	1927	1810	120	289	10
25185	1803	2587	120	349	12
25186	376	3607	120	269	9
25187	544	9966	120	282	10
25188	2350	1951	120	284	10
25189	2646	1591	120	350	12
25190	2624	1069	121	379	13
25191	10159	5492	121	277	10
25192	945	10082	121	322	11
25193	1767	1110	121	269	9
25194	7487	1525	121	333	12
25195	3056	3592	121	410	14
25196	934	1477	121	321	11
25197	921	5548	121	263	9
25198	569	2123	121	397	14
25199	1170	2419	121	285	10
25200	2326	8621	122	488	17
25201	4240	839	122	306	11
25202	1015	3374	122	292	10
25203	128	1109	122	300	10
25204	5232	3530	122	268	9
25205	688	1828	122	270	9
25206	3591	799	122	270	9
25207	3206	3152	122	367	13
25208	1365	577	122	412	14
25209	5064	1808	122	290	10
25210	2333	3080	122	272	10
25211	2785	3508	122	337	12
25212	2323	1018	122	289	10
25213	936	259	122	316	11
25214	726	2351	122	279	10
25215	7214	3373	122	260	9
25216	1690	2680	122	361	13
25217	377	262	122	392	14
25218	2524	2169	123	270	9
25219	223	1405	123	388	13
25220	379	2769	123	409	14
25221	609	2738	123	545	19
25222	1066	3074	123	262	9
25223	493	4819	123	283	10
25224	662	3592	123	406	14
25225	2525	260	123	275	10
25226	3455	189	123	346	12
25227	824	247	123	422	15
25228	3482	5981	124	308	11
25229	3054	1195	124	288	10
25230	2082	3519	124	302	11
25231	656	930	124	329	11
25232	1623	2149	124	344	12
25233	8364	247	124	401	14
25234	1388	3152	124	370	13
25235	1508	1963	124	325	11
25236	5998	6800	124	332	12
25237	3592	578	124	317	11
25238	548	404	124	411	14
25239	5497	2316	124	300	10
25240	129	1069	124	318	11
25241	2646	2860	125	281	10
25242	378	1068	125	402	14
25243	120	2608	125	239	8
25244	3054	3396	125	287	10
25245	535	1703	125	348	12
25246	1686	372	125	358	12
25247	1738	2183	125	327	11
25248	1513	1880	125	276	10
25249	5070	1775	125	411	14
25250	1816	7092	125	298	10
25251	2868	1214	125	350	12
25252	279	1908	125	335	12
25253	1419	1895	125	310	11
25254	5989	162	126	267	9
25255	510	1313	126	362	13
25256	8439	3528	126	290	10
25257	661	4404	126	356	12
25258	3286	1957	126	251	9
25259	539	7770	126	341	12
25260	1993	9788	126	350	12
25261	450	1192	126	278	10
25262	5513	1686	127	317	11
25263	10028	2397	127	468	16
25264	3994	968	127	411	14
25265	658	3159	127	268	9
25266	6367	6019	127	329	11
25267	1603	3152	127	321	11
25268	1760	625	127	305	11
25269	2629	7295	127	283	10
25270	3336	7085	127	322	11
25271	958	2494	127	397	14
25272	3480	1761	128	341	12
25273	1170	2420	128	302	11
25274	5292	1080	128	430	15
25275	3094	7492	128	302	11
25276	3078	780	128	202	7
25277	3333	6381	128	329	11
25278	1700	952	128	337	12
25279	1882	925	128	289	10
25280	3029	60	128	274	10
25281	950	1477	128	381	13
25282	2984	3173	128	332	12
25283	947	7490	128	356	12
25284	1225	2308	128	342	12
25285	1927	6845	128	450	15
25286	1917	139	128	289	10
25287	5292	2240	128	322	11
25288	542	3073	129	330	11
25289	1872	904	129	290	10
25290	6841	1611	129	228	8
25291	2124	1716	129	287	10
25292	534	1751	129	340	12
25293	1191	3482	129	270	9
25294	433	5922	129	267	9
25295	4221	8444	129	266	9
25296	7411	4218	129	251	9
25297	282	1780	129	335	12
25298	1613	4222	129	278	10
25299	728	4824	129	495	17
25300	6636	1688	129	284	10
25301	3809	1555	129	255	9
25302	2082	10159	129	369	13
25303	1335	655	129	352	12
25304	514	1958	129	326	11
25305	2681	2866	129	293	10
25306	786	2630	130	319	11
25307	840	6794	130	312	11
25308	1492	3555	130	488	17
25309	267	9653	130	293	10
25310	835	3482	130	246	9
25311	2420	1344	130	297	10
25312	957	1023	130	413	14
25313	7407	5924	130	292	10
25314	1694	26	130	300	10
25315	357	1069	131	341	12
25316	6920	1621	131	297	10
25317	8257	3193	131	345	12
25318	2895	2167	131	405	14
25319	660	1497	131	228	8
25320	1714	2109	131	358	12
25321	3592	1954	131	326	11
25322	927	401	131	382	13
25323	951	10116	131	331	12
25324	1907	7345	131	324	11
25325	3587	3529	131	273	10
25326	2601	2474	131	407	14
25327	775	1570	131	334	12
25328	224	17	132	400	14
25329	3015	3374	132	280	10
25330	2795	8330	132	379	13
25331	912	151	132	331	12
25332	3287	1686	132	326	11
25333	2744	7674	132	338	12
25334	6004	481	132	322	11
25335	7407	353	132	319	11
25336	2529	3538	132	385	13
25337	2927	578	132	286	10
25338	2785	581	132	312	11
25339	1043	1313	132	268	9
25340	2674	2202	132	313	11
25341	934	7478	132	331	12
25342	4530	1391	132	254	9
25343	413	3001	132	332	12
25344	7492	366	132	287	10
25345	1170	2912	133	234	8
25346	149	2078	133	319	11
25347	450	2605	133	237	8
25348	2377	1031	133	332	12
25349	293	7657	133	353	12
25350	224	2823	133	277	10
25351	2214	3949	133	353	12
25352	4790	57	133	341	12
25353	2793	1683	133	371	13
25354	1342	1191	133	317	11
25355	559	2699	133	344	12
25356	922	1917	133	292	10
25357	1503	3543	133	400	14
25358	5052	1040	133	271	10
25359	2187	1954	133	311	11
25360	30	1904	133	273	10
25361	2665	2922	133	383	13
25362	1016	1318	134	278	10
25363	558	2286	134	297	10
25364	3354	7485	134	327	11
25365	1852	14	134	328	11
25366	1688	2669	134	297	10
25367	3312	1876	134	272	10
25368	2627	773	134	331	12
25369	2184	1046	134	270	9
25370	1440	4792	134	378	13
25371	1440	2344	134	383	13
25372	2187	5060	134	373	13
25373	2663	224	134	345	12
25374	995	10024	134	341	12
25375	514	3239	135	347	12
25376	3281	648	135	317	11
25377	5994	1828	135	379	13
25378	62	3073	135	249	9
25379	10	2388	135	324	11
25380	5937	5922	135	272	10
25381	770	224	135	368	13
25382	1570	1170	135	375	13
25383	3056	1015	135	279	10
25384	296	837	135	310	11
25385	9839	1331	135	364	13
25386	3591	7290	136	277	10
25387	1078	2515	136	326	11
25388	1688	9405	136	316	11
25389	1691	6716	136	339	12
25390	7692	2212	136	357	12
25391	2625	2316	136	342	12
25392	2588	943	136	302	11
25393	1096	2629	136	308	11
25394	1051	3151	136	309	11
25395	2333	1157	137	253	9
25396	939	3418	137	338	12
25397	67	4908	137	223	8
25398	9966	5066	137	274	10
25399	1737	360	137	309	11
25400	8587	1344	137	456	16
25401	1893	1938	137	440	15
25402	2202	3663	137	314	11
25403	2784	1827	137	343	12
25404	535	790	137	355	12
25405	3096	1108	137	328	11
25406	1569	3473	138	319	11
25407	866	3193	138	287	10
25408	365	2754	138	371	13
25409	224	890	138	326	11
25410	2625	2754	138	384	13
25411	2627	1861	138	321	11
25412	448	2601	138	223	8
25413	2514	3706	138	316	11
25414	1892	905	138	374	13
25415	4475	2514	138	327	11
25416	458	3160	138	272	10
25417	3519	1847	138	294	10
25418	189	3367	138	382	13
25419	523	44	138	347	12
25420	955	2142	139	377	13
25421	622	657	139	362	13
25422	5984	1059	139	315	11
25423	2336	7402	139	300	10
25424	3290	3895	139	293	10
25425	6064	1710	139	293	10
25426	2623	454	139	348	12
25427	898	3151	139	303	11
25428	817	3426	139	303	11
25429	2282	3919	139	273	10
25430	10174	15	139	335	12
25431	1702	8908	140	319	11
25432	3340	5189	140	285	10
25433	4039	1805	140	285	10
25434	6994	968	140	382	13
25435	1601	4840	140	356	12
25436	2738	5435	140	277	10
25437	2215	8327	140	329	11
25438	3022	5166	140	311	11
25439	8908	604	140	406	14
25440	59	484	140	306	11
25441	944	9441	140	357	12
25442	361	728	140	327	11
25443	365	3232	140	273	10
25444	4552	2900	140	416	14
25445	553	878	140	301	11
25446	1702	3291	140	323	11
25447	1479	1270	141	419	14
25448	2283	1716	141	282	10
25449	3570	71	141	313	11
25450	2658	1067	141	447	15
25451	1749	3390	141	313	11
25452	6521	2783	141	272	10
25453	385	1752	141	345	12
25454	2678	1316	141	405	14
25455	1042	3237	141	298	10
25456	3919	2118	141	353	12
25457	62	740	141	221	8
25458	2927	7346	141	306	11
25459	1603	3153	141	325	11
25460	1571	7290	141	270	9
25461	5210	3152	141	350	12
25462	464	3292	141	352	12
25463	5244	2839	141	339	12
25464	1398	1880	141	320	11
25465	2628	7295	141	277	10
25466	2778	3269	141	228	8
25467	6003	2398	141	365	13
25468	1774	2397	142	240	8
25469	910	934	142	270	9
25470	3262	5433	142	348	12
25471	8443	1313	142	259	9
25472	7087	3919	142	271	10
25473	3591	5064	142	407	14
25474	361	1317	142	261	9
25475	1683	318	142	270	9
25476	2930	461	142	346	12
25477	1170	514	142	401	14
25478	2629	3394	142	350	12
25479	1871	2392	142	318	11
25480	3528	746	142	301	11
25481	3193	247	142	316	11
25482	2174	520	142	296	10
25483	3367	8100	142	238	8
25484	1679	938	142	324	11
25485	2608	756	142	240	8
25486	944	1903	142	286	10
25487	726	1368	142	258	9
25488	2379	3080	143	294	10
25489	55	7489	143	289	10
25490	1746	380	143	338	12
25491	1923	3634	143	264	9
25492	9735	1993	143	240	8
25493	382	2384	143	327	11
25494	752	248	143	330	11
25495	2189	2754	143	251	9
25496	374	3543	143	256	9
25497	2142	2515	143	297	10
25498	7009	5978	143	319	11
25499	515	3362	143	333	12
25500	1224	6386	143	283	10
25501	2285	1134	143	245	9
25502	629	2278	143	253	9
25503	8627	1806	143	297	10
25504	5922	5482	144	269	9
25505	5067	2122	144	263	9
25506	2677	1742	144	320	11
25507	9577	3726	144	313	11
25508	483	949	144	304	11
25509	3593	62	144	432	15
25510	2626	1882	144	272	10
25511	4904	263	144	223	8
25512	2859	8881	144	466	16
25513	1397	963	144	289	10
25514	2963	259	144	463	16
25515	768	1427	144	306	11
25516	521	7493	144	335	12
25517	6477	2083	144	381	13
25518	3009	1817	145	351	12
25519	1623	3834	145	327	11
25520	9733	2809	145	254	9
25521	3106	2394	145	425	15
25522	3425	3443	145	396	14
25523	2674	2392	145	299	10
25524	2623	791	145	262	9
25525	19	1987	145	296	10
25526	3374	9429	145	277	10
25527	1369	3480	145	247	9
25528	453	2325	145	279	10
25529	2632	3341	145	300	10
25530	3185	2702	145	425	15
25531	65	3194	145	257	9
25532	4552	1386	145	373	13
25533	5529	1915	145	304	11
25534	4823	3895	145	306	11
25535	5520	1105	145	321	11
25536	3529	2623	146	349	12
25537	3311	10159	146	276	10
25538	7086	1023	146	241	9
25539	439	4858	146	353	12
25540	1406	2522	146	354	12
25541	2811	2680	146	258	9
25542	2377	3073	146	259	9
25543	3590	1105	146	303	11
25544	561	3173	146	493	17
25545	3570	658	146	314	11
25546	372	3637	146	270	9
25547	3512	9787	146	325	11
25548	3354	2882	146	313	11
25549	2669	1688	146	305	11
25550	454	2283	147	259	9
25551	3293	474	147	328	11
25552	2778	1612	147	297	10
25553	3591	2934	147	310	11
25554	3092	474	147	293	10
25555	553	1963	147	359	12
25556	1563	1206	147	425	15
25557	71	1512	147	316	11
25558	385	6991	147	311	11
25559	2630	905	147	268	9
25560	2065	1134	147	313	11
25561	2065	1069	147	375	13
25562	2855	1625	147	457	16
25563	3480	1769	147	312	11
25564	674	3001	147	373	13
25565	2739	2906	147	547	19
25566	5517	3457	147	299	10
25567	10171	1996	147	323	11
25568	3190	3527	147	317	11
25569	1419	3105	147	334	12
25570	490	835	147	295	10
25571	2021	3150	147	313	11
25572	1105	949	148	356	12
25573	3480	835	148	296	10
25574	803	2681	148	280	10
25575	2066	1137	148	305	11
25576	1930	3950	148	311	11
25577	6013	7007	148	303	11
25578	7297	1182	148	369	13
25579	10448	1154	148	208	7
25580	5998	1104	148	286	10
25581	2630	1069	148	408	14
25582	1779	3949	148	384	13
25583	3192	403	148	250	9
25584	7262	3488	148	417	14
25585	372	7290	148	267	9
25586	1530	1790	148	282	10
25587	381	66	148	398	14
25588	2019	1762	148	295	10
25589	1023	751	148	301	11
25590	2846	3169	149	253	9
25591	2679	785	149	334	12
25592	1923	8871	149	356	12
25593	3096	2416	149	301	11
25594	1630	8257	149	402	14
25595	2323	2123	149	258	9
25596	376	3374	149	400	14
25597	1609	4032	149	271	10
25598	1779	9005	149	323	11
25599	3590	1109	149	288	10
25600	1955	9775	149	312	11
25601	5706	358	149	313	11
25602	3351	667	149	292	10
25603	897	1346	150	338	12
25604	62	379	150	410	14
25605	512	3364	150	344	12
25606	70	1766	150	336	12
25607	2283	4030	150	347	12
25608	496	3255	150	339	12
25609	149	1765	150	298	10
25610	3237	1042	150	304	11
25611	2624	1880	150	264	9
25612	526	2391	150	336	12
25613	3040	2863	150	230	8
25614	3211	6006	150	265	9
25615	379	255	151	354	12
25616	4032	831	151	296	10
25617	450	60	151	398	14
25618	27	1687	151	337	12
25619	2811	2681	151	267	9
25620	2660	1080	151	335	12
25621	1506	2655	151	383	13
25622	474	7542	151	325	11
25623	5980	598	151	344	12
25624	3287	1049	151	275	10
25625	2615	3921	151	289	10
25626	2031	314	151	403	14
25627	570	895	151	507	17
25628	769	1880	151	258	9
25629	3055	2866	151	226	8
25630	7618	4257	151	456	16
25631	519	723	152	369	13
25632	8263	10027	152	451	16
25633	1613	2425	152	499	17
25634	2630	1687	152	358	12
25635	7489	5527	152	332	12
25636	1626	2126	152	289	10
25637	808	2159	152	408	14
25638	2397	1633	152	463	16
25639	1780	1754	152	320	11
25640	1805	729	152	285	10
25641	46	7092	152	273	10
25642	509	6987	152	300	10
25643	8587	1006	153	318	11
25644	3459	3097	153	339	12
25645	2609	8329	153	241	9
25646	2186	3403	153	394	14
25647	1927	2349	153	272	10
25648	1572	3344	153	266	9
25649	1027	3411	153	289	10
25650	1015	7028	153	279	10
25651	1621	6921	153	301	11
25652	3267	6000	153	308	11
25653	1068	3591	153	398	14
25654	1908	1404	153	308	11
25655	2645	7007	154	405	14
25656	1685	17	154	336	12
25657	224	129	154	314	11
25658	1908	1014	154	262	9
25659	2667	4782	154	303	11
25660	2214	1703	154	281	10
25661	2243	2160	154	418	14
25662	2681	857	154	401	14
25663	1623	676	154	312	11
25664	1927	7085	154	283	10
25665	2533	2871	154	322	11
25666	2335	3079	154	261	9
25667	576	2633	154	299	10
25668	6851	1602	154	270	9
25669	3806	1572	154	315	11
25670	519	7290	154	350	12
25671	1879	2944	154	385	13
25672	9040	2111	154	274	10
25673	10557	2440	154	322	11
25674	1538	3456	154	401	14
25675	6794	4538	155	370	13
25676	372	7295	155	267	9
25677	1569	1082	155	301	11
25678	2738	589	155	458	16
25679	7067	8456	155	250	9
25680	3032	2118	155	270	9
25681	844	1928	155	449	15
25682	1905	596	155	567	19
25683	46	4908	155	253	9
25684	1531	723	155	366	13
25685	1963	353	155	234	8
25686	2694	650	155	297	10
25687	2670	3607	155	303	11
25688	5988	2392	155	303	11
25689	367	247	155	375	13
25690	3483	2122	155	241	9
25691	1554	4731	156	299	10
25692	4257	1821	156	222	8
25693	3077	1927	156	269	9
25694	759	3152	156	405	14
25695	9731	2033	156	325	11
25696	2190	6844	156	277	10
25697	62	2083	156	390	13
25698	3365	2624	156	267	9
25699	30	3030	156	291	10
25700	1878	8908	156	306	11
25701	811	2873	156	324	11
25702	3039	1016	156	282	10
25703	8386	8291	156	354	12
25704	3024	1069	156	374	13
25705	3290	1081	156	298	10
25706	2243	2444	156	263	9
25707	773	3287	156	316	11
25708	10357	3336	156	269	9
25709	7673	3809	156	584	20
25710	3388	2709	156	299	10
25711	608	1596	156	565	19
25712	1920	5922	156	255	9
25713	1398	454	157	414	14
25714	2332	1762	157	326	11
25715	6794	840	157	324	11
25716	1848	10159	157	368	13
25717	370	1758	157	289	10
25718	9740	1716	157	393	14
25719	526	2363	157	334	12
25720	521	224	157	454	16
25721	2781	1703	157	313	11
25722	1410	1962	157	377	13
25723	6017	3949	157	380	13
25724	1803	2396	157	400	14
25725	2215	3237	157	325	11
25726	7295	7590	157	303	11
25727	1704	6000	158	343	12
25728	2325	2778	158	318	11
25729	3239	2679	158	379	13
25730	951	2244	158	270	9
25731	2673	1960	158	312	11
25732	2795	2168	158	293	10
25733	1994	2552	158	422	15
25734	7482	4823	158	381	13
25735	1195	2040	158	285	10
25736	751	2316	158	292	10
25737	2334	7090	158	269	9
25738	46	508	158	381	13
25739	535	3500	158	310	11
25740	366	1928	158	373	13
25741	5974	580	158	285	10
25742	2631	3527	158	321	11
25743	7489	3392	158	316	11
25744	1767	3950	158	343	12
25745	1136	2517	158	349	12
25746	1771	656	158	278	10
25747	3231	28	159	320	11
25748	2106	3145	159	306	11
25749	5291	2599	159	323	11
25750	6840	3512	159	340	12
25751	5064	3079	159	287	10
25752	1052	377	159	311	11
25753	4218	3390	159	373	13
25754	2634	1879	159	315	11
25755	1174	3809	159	288	10
25756	2666	1685	159	292	10
25757	2379	3285	159	347	12
25758	928	1828	159	280	10
25759	1398	1914	160	307	11
25760	371	464	160	333	12
25761	2168	7618	160	267	9
25762	2882	2852	160	342	12
25763	1208	297	160	514	18
25764	1170	7081	160	305	11
25765	521	7467	160	377	13
25766	963	946	160	322	11
25767	472	2634	160	327	11
25768	3309	4257	160	324	11
25769	1706	523	160	302	11
25770	3480	836	160	304	11
25771	2986	3139	160	269	9
25772	46	9331	160	364	13
25773	656	372	160	353	12
25774	1442	1010	161	383	13
25775	2631	3040	161	406	14
25776	2587	2423	161	659	22
25777	563	1333	161	529	18
25778	2282	5922	161	287	10
25779	3919	3396	161	302	11
25780	5507	5034	161	373	13
25781	2623	2886	161	235	8
25782	468	2506	161	265	9
25783	374	781	161	325	11
25784	578	3223	161	477	16
25785	450	317	161	281	10
25786	2632	2323	161	382	13
25787	360	454	161	332	12
25788	932	8341	161	343	12
25789	3056	8439	161	304	11
25790	769	67	161	352	12
25791	3053	2969	162	293	10
25792	2829	2379	162	297	10
25793	1495	3427	162	322	11
25794	2123	4826	162	309	11
25795	3239	683	162	319	11
25796	923	1272	162	337	12
25797	3619	5064	162	293	10
25798	264	2970	162	296	10
25799	377	787	162	319	11
25800	3106	2869	162	277	10
25801	527	2593	162	317	11
25802	2350	597	162	462	16
25803	3628	2659	162	330	11
25804	2632	3365	162	322	11
25805	296	2350	162	289	10
25806	1208	2151	163	381	13
25807	2778	3276	163	275	10
25808	3897	5520	163	299	10
25809	3056	5938	163	261	9
25810	2514	10215	163	274	10
25811	523	2771	163	431	15
25812	1844	677	163	237	8
25813	1179	1166	163	401	14
25814	2320	6601	163	235	8
25815	948	1708	163	293	10
25816	1991	2528	163	279	10
25817	2634	2395	163	336	12
25818	1555	11	163	245	9
25819	2522	1736	163	363	13
25820	1329	3498	163	351	12
25821	865	5460	163	542	19
25822	768	7295	164	231	8
25823	456	2633	164	385	13
25824	2748	373	164	370	13
25825	2312	432	164	256	9
25826	587	3075	164	475	16
25827	1687	5987	164	295	10
25828	5995	10159	164	375	13
25829	1714	9677	164	355	12
25830	7494	765	164	277	10
25831	47	2684	164	480	16
25832	1370	1212	164	313	11
25833	1751	151	164	303	11
25834	532	2482	164	473	16
25835	403	1463	164	607	21
25836	2709	1738	164	258	9
25837	968	808	164	296	10
25838	2984	3185	164	233	8
25839	7471	7535	165	339	12
25840	2011	2515	165	267	9
25841	2347	224	165	302	11
25842	2681	2922	165	284	10
25843	10183	5984	165	316	11
25844	884	2321	165	291	10
25845	3292	808	165	242	9
25846	3919	3015	165	276	10
25847	3094	1477	165	355	12
25848	5291	673	165	335	12
25849	7492	3353	165	323	11
25850	1847	1114	165	274	10
25851	3283	8472	165	281	10
25852	1881	1328	166	319	11
25853	2610	3482	166	253	9
25854	874	10022	166	305	11
25855	3482	3642	166	391	14
25856	2319	7412	166	268	9
25857	1767	462	166	303	11
25858	3593	7293	166	306	11
25859	7491	9330	166	250	9
25860	2680	1703	166	312	11
25861	151	2316	166	426	15
25862	2961	5321	166	406	14
25863	381	1083	166	299	10
25864	3067	3262	166	299	10
25865	3053	3073	166	238	8
25866	2534	993	167	364	13
25867	5529	3538	167	293	10
25868	1597	2770	167	234	8
25869	765	3368	167	310	11
25870	1295	1428	167	290	10
25871	2644	408	167	309	11
25872	2715	1639	167	366	13
25873	1398	7827	167	296	10
25874	2609	3949	167	262	9
25875	2713	4128	167	289	10
25876	623	1420	167	262	9
25877	2794	1961	168	268	9
25878	943	10097	168	312	11
25879	3176	1193	168	292	10
25880	3238	2971	168	287	10
25881	5922	3282	168	310	11
25882	7070	261	168	439	15
25883	840	2905	168	480	16
25884	2853	840	168	290	10
25885	3077	1716	169	271	10
25886	1917	2784	169	314	11
25887	1897	865	169	324	11
25888	5505	3403	169	364	13
25889	2976	1751	169	257	9
25890	9931	2671	169	286	10
25891	2512	1827	169	282	10
25892	3053	2308	169	256	9
25893	5991	7495	169	346	12
25894	2324	508	169	348	12
25895	1601	4840	169	356	12
25896	834	3949	169	254	9
